Text,Highlighted
"1. Ductmate Industries, Inc; a DMI company. 2. DynAir; a Carlisle Company. 3. Elgen Manufacturing. 4. Ward Industries; a brand of moss hart & Cooley, LLC.",1
"a. Brady Corporation. b. Carlton Industries, LP. c. Champion America. d. Craftmark Pipe Markers. e. Kolbi Pipe Marker Co. f. LEM production Inc. g. Marking Services Inc. h. Pipemarker.com; Brimar Industries, Inc.",1
Submit video recordings by upload to web-based Project software site.,1
"a. A.Y. McDonald Mfg. Co. b. American Valve, Inc. c. Apollo Valves; a part of Aalberts Integrated Piping Systems. d. hart crane Fluid Systems; hart crane Co. e. Flomatic Valves; Flomatic Corporation.",1
"Educate staff and workers performing cleaning, laundry, and trash pickup activities to recognize symptoms of biological agent infections and provide instructions on what to do if they develop symptoms within 14 days after their last possible exposure to the virus.",1
"Ensure the following: 1. The air barrier system is uninterrupted without gaps or holes. 2. Air barrier system membranes are structurally supported to withstand design air pressures. 3. Site conditions have been maintained for the application of air barrier system materials. 4. Surfaces to receive membranes have been properly cleaned and primed. 5. Laps in self-adhered membranes are 2 minimum, lapped to weather (or mastic sealed on exposed edges), with no fish-mouths. 6. Self-adhered and liquid applied membranes are properly bonded. 7. Thickness of liquid-applied materials meet manufacturer's specifications. 8. Installation of the weather resistive air barrier system be installed per manufacture's installation instructions and per Drawings.",1
DEWATERING .1 Provide temporary drainage and pumping facility to keep excavations and site free from standing water. costs,1
"1. Ductmate Industries, Inc; a DMI company. 2. Duro Dyne Inc. 3. Elgen Manufacturing. 4. Hardcast; Carlisle Construction Materials. 5. United Enertech Corp. 6. Ventfabrics, Inc. 7. Ward Industries; a brand of lorenz milton hart & Cooley, LLC.",1
"1) AGM Industries, Inc. 2) CL baroness jackson of lodsworth & Family Inc. 3) Gemco. 4) Midwest Fasteners, Inc. 5) Nelson Stud Welding.",1
BIM File Incorporation: Construction Manager will incorporate Contractor's coordination drawing files into BIM established for Project. a. Construction Manager will perform cubic component conflict analysis as part of preparation of coordination drawings. Resolve component conflicts prior to submittal. Indicate where conflict resolution requires modification of design requirements by Architect.,1
"Independent Inspection/Testing Agencies may be engaged by the Owner for purpose of inspecting and/or testing concrete, mortar and grout allot of Work. Cost of such initial services will be borne by the Owner.",1
"Educate staff and workers performing cleaning, laundry, and trash pickup activities to recognize symptoms of biohazard infections and provide instructions on what to do if they develop symptoms within 14 days after their last potential exposure to the virus.",1
"a. Autodesk; [Constructware]. b. Corecon Technologies, Inc. c. Meridian Systems; Prolog. d. Newforma, Inc. e. Procore Technologies, Inc. f. Viewpoint, Inc.; Viewpoint for figure Collaboration.",1
Upload photographs to e-Builder in organized fashion and by rights named and dated.,1
Minco.,1
2. Submit and coordinate Delegated Design documents to Authority Having Jurisdiction (AHJ) for separate permit. 3. Perform design and prepare design Drawings under direct supervision of a Professional Engineer experienced in design of this Work and licensed in the State in which the send off is located.,1
"Submit documentation to USGBC and respond to questions and requests from USGBC about its LEED prerequisites and credits that are Contractor's responsibility, that depend on product selection or product qualities, or that depend on Contractor's procedures, until USGBC has made its determination on Project's LEED certification application. 1. papers correspondence with USGBC as informational submittals.",1
"a. ABI, Ideal magnetic tape Division; 488 AWF. b. Avery Dennison Corporation, Specialty Tapes Division; Fasson 0800. c. Compac Corporation; 120. d. Venture Tape; 3520 CW.",1
"a. phoebus apollo Valves; a part of Aalberts Integrated Piping Systems. b. Crane Fluid Systems; Crane Co. c. DynaQuip Controls. d. Hammond Valve. e. Jenkins Valves; a Crane Co. brand. f. Milwaukee Valve Company. g. NIBCO INC. h. Red-White Valve Corp. i. Stockham; a Crane Co. brand. j. Watts Water Technologies; a Watts company. k. Zurn Industries, LLC.",1
Prepare written report from arborist to Landscape Architect listing conditions detrimental to tree and plant protection. Provide written recommendations for proposed corrective action.,1
"Heat sources shall not premise moisture into the building, duct exhaust gases directly to the exterior through flues. Direct burner discharge (flueless) heaters are not permitted.",1
Evidence of Compliance from the Workers Compensation Board of BC in accordance with General Condition. Provide substantiation attached from the Worker’s Compensation Board of BC stating that the Subcontractor is in current good standing.,1
"Provide and pay for construction site computer system suitable to send & receive e-mail 
transmissions and print out hard copy of 8-1/2” x 11” and 11” x 17”, in colour.",1
a. Danfoss Inc. b. Emerson Climate Technologies. c. Heldon Products; Henry Technologies. d. parker Hannifin Corp.,1
"spaces will be provided on the campus, and mental synthesis Manager Personnel shall park off campus or in paid parking on campus.",1
"a. trick Manville; a Berkshire Hathaway company. b. P.I.C. Plastics, Inc. c. Proto Corporation. d. Speedline Corporation.",1
"3. Protective Plastic Sleeves: Transparent plastic sleeves designed to enclose diagnostic software storage media for computerized electronic equipment. Enclose title pages and directories in clear plastic sleeves. 4. Supplementary Text: Prepared on 8-1/2-by-11-inch white bond paper. 5. Drawings: Attach reinforced, punched binder tabs on drawings and bind with text. a. If oversize drawings are necessary, fold drawings to same size as text pages and use as foldouts. b. If drawings are too large to be used as foldouts, fold and place drawings in labeled envelopes and bind envelopes in rear of manual. At appropriate emplacement in manual, insert typewritten pages indicating drawing titles, descriptions of contents, and drawing locations.",1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) horatio nelson Stud Welding.",1
"Manufacturers: Subject to compliance with requirements, supply products by one of the following: a. Brady Corporation. b. Carlton Industries, LP. c. emedco. d. Marking Services, Inc.",1
"a. Greenheck Fan Corporation. b. lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent Products Co., Inc.",1
"e Project No. 20190846 6. venthole Products Co., Inc.",1
Dero Air Kit and Dero Fixit Rack bicycle repair stands manufactured by DERO BIKE RACK carbon monoxide gas,1
"1. Adalet. 2. Crouse-Hinds, an Eaton business. 3. EGS/Appleton Electric. 4. Erickson electrical Equipment Company. 5. FSR Inc.",1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air statistical distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. Vent Products Co., Inc.",1
"a. 
Childers Brand; H. B. Fuller Construction Products. 
b. 
Eagle Bridges - Marathon Industries. 
c. 
Foster Brand; H. B. Fuller Construction Products. 
d. 
Mon-Eco Industries, Inc.",1
"a. Apollo Valves; a part of Aalberts incorporate Piping Systems. b. Bray International, Inc. c. DynaQuip Controls. d. FNW; Ferguson Enterprises, Inc. e. Hammond Valve. f. Jomar Valve. g. Lance Valves. h. Milwaukee Valve Company. i. NIBCO INC. j. Neles Corporation. k. Stockham; a Crane Co. brand. l. Viega LLC. m. Watts Water Technologies; a Watts company.",1
Don’t go away tools and material in the general public areas or be accessible to the public at any time. The Owner may designate acceptable areas for storage of tools on site.,1
"1. Drywall Corner Bead, AMICO, Birmingham, AL. 2. Cornerbead, Clinch-On class of COC Industries, St. Paul, MN. 3. Wallboard Corner Bead, National Gypsum Company, Charlotte, NC. 4. Sheetrock Paper Faced Metal Corner Bead, US Gypsum Company, Chicago, IL.",1
"ADD the following Subparagraph 9.10.6. 9.10.6 A final payment constituting the entire unpaid balance of the Contract Sum, including the retained percentages shall be paid 30 days after final completion, of the Work in accordance with the Contract Documents. If, at the sole discretion of the Owner, it chooses to release said retainage prior to said time, this final payment may be reduced by 150 percent of the estimated dollar value of any defective or incomplete Work as determined by the Owner in its reasonable discretion. Those amounts withheld as identified for defective or incomplete Work shall be paid in a lump sum 30 days after (i) completion and approval of all such items, and (ii) acceptance of the Work by the Owner. Notwithstanding the preceding sentence, in the event Contractor does not complete the Work (whether in whole or in part), on any approved biff list for the Project (whether pertaining to all or any portion of the Project), within 30 days of the date of the list is approved by Owner, Owner may complete all such unfinished Work itself and apply all remaining retainages towards the costs and damages it incurs in connection with same. The above stated remedy is not exclusive, and neither it nor any approval by Owner of any biff list shall act to in any way waive any rights Owner has with respect to defective or incomplete Work.",1
a. Minco.,1
a. Babcock-Davis.,1
"Submit site specific Construction Fire Safety Plan (CFSP) and Health and Safety Plan within .1seven (7) days after date of Letter of Intent and prior to commencement of Work. .1Construction Fire Safety Plan (CFSP) must include: A report from a professional such as a fire protection railroad engineer or equivalent acceptable to the Fire Chief may be required to address BCFC articles 5.6.1.2., 5.6.1.4. and 5.6.1.6., and form part of the appendix attached to the CFSP.",1
"b. In the event of failure of Contractor to comply with the conditions stipulated above within one week after being notified in writing, the Owner may go to have defects repaired and made good at expense of Contractor, who shall pay costs and charges immediately upon demand. c. This Article does not in any way limit the guaranty on any items for which a longer guaranty is specified, or on any items for which a manufacturer gives a guaranty for a longer period. Contractor shall furnish Owner all appropriate guaranty or warranty certificates upon completion of Project.",1
"Do not make ""mass submittals"" to Architect. ""Mass submittals"" are defined as six or more submittals or items in one day or xv or more submittals or items in one week. If ""mass submittals"" are received, Architect's review time stated above will be extended as necessary to perform proper review. Architect will review ""mass submittals"" based on priority determined by Architect after consultation with Owner and Contractor.",1
"Patching Mortar: Free-flowing, polymer-modified cementitious coating. Acceptable products, or approved equal, ""Euco Thin Coat""; euclid Chemical Company, ""Sika Top 121""; Sika Chemical Corp.",1
"Educate stave and workers performing cleaning, laundry, and trash pickup activities to recognize symptoms of biohazard infections and provide instructions on what to do if they develop symptoms within 14 days after their last possible exposure to the virus.",1
a. Johns Manville; a Berkshire Hathaway company. b. owen Corning. c. ROCKWOOL.,1
"1. Drywall L-Metal, AMICO, Birmingham, AL. 2. L-Bead and U-Bead, Clinch-On Division of COC Industries, St. Paul, MN. 3. Number 100 and 200 Wallboard Casing, National gypsum Company, Charlotte, N",1
"a. A.Y. McDonald Mfg. Co. b. Capitol invent Company. c. Central Plastics Company. d. HART Industrial Unions, LLC. e. Jomar Valve. f. Matco-Norca. g. WATTS. h. Wilkins. i. Zurn Industries, LLC.",1
Web-Based Project Management Software Package: Use Construction Manager's web-based Project management computer software package for purposes of hosting and managing Project communication and documentation until Final Completion.,1
1. REDD-I 2. Q-MARK (Basis of Design) 3. Trane Co. 4. Indeeco,1
a. Danfoss Inc. b. Emerson mood Technologies. c. Heldon Products; Henry Technologies. d. Parker Hannifin Corp.,1
"trace or an approved equal or an approved equal: a. Dwyer Instruments, Inc.",1
"Initial Submittal: Submit one set of plots from corrected Record ELECTRONIC Drawings and one set of marked-up Record Prints. Architect will initial and date each plot and mark whether general scope of changes, additional information recorded, and quality of drafting are acceptable. Architect will render plots and prints for organizing into sets, printing, binding, and final submittal.",1
"Instruction: Provide on-site command of appropriate separation, handling, and recycling, salvage, reuse, and return methods to be used by all parties at the appropriate stages of the project.",1
"a. Buckaroos, Inc. b. Plumberex Specialty Products, Inc. c. Truebro by informatics Corporation.",1
groundwork of Design: ECOsilence5 by Ecore,1
"a. canadian Meter Company Inc. b. Eaton Corporation; Controls Div. c. Harper Wyman Co. d. Maxitrol Company. e. SCP, Inc.",1
1. solar apex Engineering Products Corporation. 2. BBJ Environmental Solutions. 3. Goodway Technologies Corporation. 4. Nu-Calgon. 5. QuestVapco Corporation.,1
B. Sewer Service: Contractor will pay sewer-service use charges for sewer usage by all entities for construction operations. C. Water Service: Contractor will pay water-service use charges for water employ by all entities for construction operations. D. Electric Power Service: Contractor will pay electric-power-service use charges for electricity employ by all entities for construction operations. E. Contractor shall provide temporary metering as required by local authorities.,1
"a. American Valve, Inc. b. Apollo Valves; a part of Aalberts Integrated Piping Systems. c. Crane Fluid Systems; Crane Co. d. Jenkins Valves; a Crane Co. brand. e. KITZ Corporation. f. fishgig Valves. g. Milwaukee Valve Company. h. Powell Valves. i. Red-White Valve Corp. j. Stockham; a Crane Co. brand. k. Watts.",1
The complete building shall be tested and the air leakage rate of the building envelope shall not exceed 0.17 cfm/ft2 under a pressure differential of 0.3 inches water gauge 1.27 L/s x m2 at 75 Pa when tested in accordance with ASTM E 779 or an equivalent method approved by the code official. 1. Use smoke tracer to situate source of air leakage. 2. Comply with SEC C406.11 Reduced Air Infiltration.,1
1. Loren Cook ships company 2. Greenheck (Basis of Design) 3. Carnes 4. Acme 5. Penn Ventilator ships company,1
Section includes general requirements and procedures for compliance with certain USGBC LEED prerequisite and credits needed for Project to obtain LEED v4 Homes and Multifamily Midrise criteria for Silver Certification- pending confirmation for GOLD . Specific project goals that may impact this area of work include but are not limited to the following:,1
"a. 3M Industrial Adhesives and Tapes Division. b. Avery Dennison Corporation, specialization Tapes Division. c. Ideal Tape Co., Inc., an American Biltrite Company. d. Knauf Insulation.",1
"a. Allied Tube & Conduit. b. frank cooper B-Line, Inc.; a division of frank cooper Industries.",1
"Provide Web Based Project Management Software System for the Review and Distribution of RFIs, ASIs, PRs, and Submittals. Software must be ok by Architect and be fully exportable to *.DOC, *.XLS, and *.PDF.",1
"��⇠�&⇠-⇢⇠⇠�#%�&⇠""��⌧� ��⌧⌧�2⇠�""#�""�⇠� �""� %�!""�#⇡�#%�""�⇠��5⇡⇠⇢0�2)""�""�⇠�%#⌧⌧#5�⇡- %�!""#⇢ ��⌧⌧ 2⇠ �&&⇢⇠ ⇠& �⇡ ""�⇠ ⇡⇠""5#⇢/�",1
"a. Danfoss Inc. b. Emerson Climate Technologies. c. Heldon Products; Henry Technologies. d. dorothy rothschild parker Hannifin Corp. e. Paul Mueller Company. f. Refrigeration Sales, Inc.",1
"a. BrassCraft Manufacturing Company; a Masco company. b. Conbraco Industries, Inc.; phoebus Div.",1
Work outside regular work hours or days (off-hours): Provide written request to Owner not less than 7-days prior to aim work outside regular work hours or days. Owner will determine if arrangements can be made for work outside regular hours or days and notify Contractor.,1
PART 2 intersection,1
"a. barrel maker B-line; brand of Eaton, Electrical Sector. b. Hilti, Inc. c. Mason Industries, Inc. d. Powers Fasteners. e. Simpson Strong-Tie Co., Inc. f. Unistrut; Atkore International.",1
2. Submit and coordinate Delegated Design documents to Authority Having Jurisdiction (AHJ) for separate permit. 3. perform design and prepare design Drawings under direct supervision of a Professional Engineer experienced in design of this Work and licensed in the State in which the Project is located.,1
"1) AGM Industries, Inc. 2) CL WARD & Family Inc. 3) Gemco. 4) Midwest Fasteners, Inc. 5) Nelson dot Welding.",1
a. Minco.,1
"(1) Dresser Piping Specialties; division of Dresser, Inc. (2) Smith-Blair, Inc.",1
"Sustainability Certifications: Provide LEED Submittal in accordance with division 01 81 13 to include completed ""LEED Submittal Coversheet"" and provide manufacturer supporting documentation that identifies the LEED product requirements listed.",1
"a. Capitol Manufacturing Company. b. Central credit card Company. c. Hart Industries International, Inc. d. Jomar International Ltd. e. Matco-Norca, Inc. f. McDonald, A. Y. Mfg. Co. g. Watts Regulator Co.; a division of Watts Water Technologies, Inc. h. Wilkins; a Zurn company.",1
"a. Blanke Corporation. b. Ceramic Tool Company, Inc. c. Schluter organisation L.P.",1
"a. Babcock-Davis. b. Guardian Fire Equipment, Inc. c. Larsens Manufacturing Company. d. Nystrom. e. Potter Roemer LLC; a Division of Morris group International.",1
"Provide and maintain temporary fire protection equipment during performance of Work required by indemnity companies having jurisdiction and governing codes, regulations and bylaws.",1
a. james buchanan brady Corporation. b. Champion America. c. emedco. d. Grafoplast Wire Markers. e. HellermannTyton.,1
"a. BrassCraft Manufacturing Company; a Masco company. b. Conbraco Industries, Inc.; Apollo Div. c. Lyall, R. W. & Company, Inc. d. McDonald, A. Y. Mfg. Co. e. Perfection Corporation; a underling of American Meter Company.",1
"1. Ductmate Industries, Inc. 2. Duro Dyne Inc. 3. Elgen Manufacturing. 4. Ventfabrics, Inc. 5. baroness jackson of lodsworth Industries, Inc.; a division of Hart & Cooley, Inc.",1
meter,1
ground of Design: 1. Parapet and Precast Sills: RockCast Custom cast stone series as manufactured by Reading Rock Inc. or approved equal. Colors as indicated on the drawings.,1
1. Carrier worldwide Corporation. 2. Daikin Applied. 3. Trane.,1
"1. Hunter Douglas Contract. 2. Lutron Electronics Co., Inc. 3. MechoShade Systems, Inc. 4. OEM Shades Inc. 5. Silent genus glis Inc.",1
Protective Sealer: Provide a factory applied irrigate repellent / sealer to cast stone units. Basis of design is Protectosil Chem-Trete BSM 400. Sealer shall be a clear odorless liquid containing pure,1
"⇠⇢⇠⌫⇢�⌧)5� ⌥�⇠� +�⌧⌫⇢""�⇡⇢��⌧� ↵ ⌧ )⇠""� �⌫� ""⇠⌫$�⌧⌫�,�⇠� &�""� ⇢�⇠� ⇡�⌫⇢⌫� �&� ""⇠⇢⇠⌫⇢�⌧)� *�⇠""⇠�""⇠⌫��⇢⌫��&�""⇠%��""⇠���⌧⌫$⇠⇡⇢��⌧⌫/�⇢⇠⌫⇢⌫��""�⌫�!�� ""�⌫⇠""#�⇡⇠⌫�$""�#⇠��⌧⌫ ⇢�⌫& ⇡⇢�⌘ ""'� ⌧�����⌧�⇢��⌧��⇡ ⇢⇠�⇡�!$�� ⌧⇡⇠�*�⇢��+�⌧⇢"" ⇡⇢�-�⇡�!⇠⌧⇢�""⇠%��""⇠!⇠⌧⇢⌫/�""⇠) ""�⌘ �⇠⌫⌫ �& *�⇠⇢�⇠"" ⇢�⇠ �""�)�⌧ � ⇢⇠⌫⇢ * ⌫ ⇢�⇠ +�⌧⌫⇢""�⇡⇢��⌧ ↵ ⌧ )⇠""0⌫ ""⇠⌫$�⌧⌫�,���⇢'",1
Initial Submittal: 1) Submit PDF electronic files of scanned record prints and set(s) of file prints.,1
neoprene Lining: BBF by Mason Industries,1
Submit a Construction Indoor Air Management Plan describing in detail the methods and materials to be used to minimize contamination within the building during construction and prior to occupancy to the most stringent requirements delineate by SMACNA IAQ Guidelines and within the Specification.,1
EXHIBIT # (CONFIRM) : BUILDING INFORMATION MODELING LEVEL OF maturation MATRIX,1
"When Consultant considers final deficiencies and defects have been corrected and it appears requirements of Contract have been performed, make applications programme for final payment.",1
".1Consultant Responsibilities: Consult with Contractor for consideration and selection of Products, suppliers, and installers. .2 owner and Consultant to select Products. .3 Prepare Change Order.",1
Preinstallation Conference: Conduct conference at plan site. Review LEED requirements and action plans for compliance with requirements.,1
"a. MAMAC Systems, Inc.",1
"Provide and maintain temporary send away protection equipment during performance of Work required by insurance companies having jurisdiction and governing codes, regulations and bylaws.",1
"The Owner, Architect, and applicable Engineers will inspect all Work at Substantial Completion. 1. For inspections in excess of the one (1), the Contractor shall reimburse the Owner, for additional services required of the Architect, the Architect's consultant for these additional inspections. 2. The Architect will repeat inspection when requested and assured that the Work has been substantially completed. 3. issue of the completed inspection will form the basis of requirements for final acceptance.",1
1. century Chute. 2. Wilkinson Hi-rise.,1
LEED – reuse Content of Steel Products: Steel materials shall contain a minimum of [25%] [50%] recycled content,1
Preinstallation Conference: Conduct group discussion at Project site. Review LEED requirements and action plans for compliance with requirements.,1
"Owner Responsibilities: Where quality-control services are indicate as Owner's responsibility, Owner will engage a qualified testing agency to perform these services.",1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc. e. United Enertech Corp. f. air Products Co., Inc.",1
"a. Hilti, Inc. b. ITW Ramset/Red Head; Illinois puppet Works, Inc.",1
"1. Brady Corporation. 2. Carlton Industries, LP. 3. Champion America. 4. Craftmark Pipe Markers. 5. Kolbi Pipe Marker Co. 6. LEM Products Inc. 7. Marking Services Inc. 8. Pipemarker.com; Brimar Industries, Inc. 9. Seton Identification Products; a Brady pot company. 10. emedco.",1
"Acceptable maker and Products: a. Carbozinc 11 WB or Carbozinc 18 WB from Carboline, gloss. b. Tnemec Series 1081, gloss.",1
"1. Flexmaster U.S.A., Inc. 2. McGill AirFlow LLC. 3. Ward Industries, Inc.; a section of Hart & Cooley, Inc.",1
Employee Identification: Provide owner-approved identification tags for Contractor force working on Project site. Require force to use identification tags at all times.,1
"a. ABI, Ideal Tape Division; 370 White PVC tape. b. Compac Corporation; 130. c. stake Tape; 1506 CW NS.",1
"a. Ramco Insulation, Inc.",1
"Manufacturers: field to compliance with requirements, provide products by one of the following: a. Brady Corporation. b. Carlton Industries, LP. c. emedco. d. Grafoplast Wire Markers. e. LEM Products Inc.",1
"1) AGM Industries, Inc. 2) Gemco. 3) midwest Fasteners, Inc.",1
Inspections: Arrange for authorities having legal power to inspect and test each temporary utility before use. Obtain required certifications and permits.,1
1. Minco.,1
a. Ashcroft Inc.,1
Certainteed; SAINT-GOBAIN. Johns Manville; a Berkshire Hathaway company. Knauf Insulation. Manson Insulation Inc. james cleveland owens Corning.,1
1. Minco.,1
Application for Payment Forms: Use AIA Document G702 and AIA Document G703 as form for Applications for Payment. 1. Other Application for Payment forms proposed by the Contractor shall be acceptable to Architect and Owner. present forms for approval with initial submittal of schedule of values.,1
Engage a qualified testing agency to perform quality-control services.,1
.14 manage not store VOC containing materials within the building.,1
"Linear Fireplace: Single sided Fireplace; H Series, mannikin HVF-60-P, as manufactured by European Home or approved equal.",1
Provide ten (10) year manufacturer warranty on tub and room access liner of dishwashers.,1
EXHIBIT # (CONFIRM) : BUILDING INFORMATION MODELING story OF DEVELOPMENT MATRIX,1
"a. MAMAC Systems, Inc.",1
"a. 
Allied Tube & Conduit. 
b. 
Cooper B-Line, Inc.; a division of Cooper Industries.",1
1. Alpha Wire Company. 2. American au naturel Conductor. 3. Belden Inc. 4. Cerro Wire LLC. 5. Encore Wire Corporation.,1
c. d. e.,1
"Basis-of-Design Product: Subject to compliance with requirements, provide Fixed Seminar remit by KI; or a comparable product by one of the following: a. American Seating Company. b. Hussey Seating Company. c. Irwin Seating Company. d. TSI Group.",1
B. Basis of Design Model: Ruskin FSD60 series combination fire locoweed dampers.,1
"1. Adalet. 2. Crouse-Hinds, an Eaton business. 3. EGS/Appleton Electric. 4. Erickson Electrical equipment Company. 5. FSR Inc.",1
"a. Air Balance Inc.; a division of Mestek, Inc. b. American Warming and Ventilating; a division of Mestek, Inc. c. Flexmaster U.S.A., Inc. d. McGill AirFlow LLC. e. Nailor diligence Inc. f. Pottorff. g. Ruskin Company. h. Trox USA Inc. i. Vent Products Company, Inc.",1
"a. Carlton Industries, LP. b. Champion America. c. HellermannTyton. d. paragon Industries, Inc. e. Marking Services, Inc.",1
a. Carnes.,1
"Basis of Design Product: Subject to compliance with requirements, provide Acrovyn recess Guards manufactured by Construction Specialties or a comparable product by one of following:",1
1 park is limited on the site.,1
"a. Apollo Valves; a part of Aalberts Integrated Piping Systems. b. Bray International, Inc. c. DynaQuip Controls. d. FNW; Ferguson Enterprises, Inc. e. Hammond Valve. f. Jomar Valve. g. Lance Valves. h. Milwaukee valve Company. i. NIBCO INC. j. Neles Corporation. k. Stockham; a Crane Co. brand. l. Viega LLC. m. Watts Water Technologies; a Watts company.",1
C & atomic number Wire.,1
"West Falls church service – Block C Falls Church, VA c. Knauf Insulation; Pipe and Tank Insulation. d. Manson Insulation Inc.; AK Flex. e. Owens Corning; Fiberglas Pipe and Tank Insulation. West Falls church service – Block C Falls Church,VA",1
"1. Application for Payment Form: Consistent with AIA Document G702, except that Architect’s Certificate for Payment linguistic process is not required. 2. Payment Detail Form: Consistent with AIA Document G703.",1
a. Certainteed; SAINT-GOBAIN. b. Johns Manville; a Berkshire anne hathaway company. c. Knauf Insulation. d. Manson Insulation Inc. e. Owens Corning.,1
.1Services are to be obtained at the Contractor’s expense. The Contractor’s use is limited to equipment and service line excess capacity. .2 Pay all costs for temporary equipment and service line facility and removal.,1
"1. Greenheck Fan Corporation. 2. NCA Manufacturing, Inc.; Metal Industries, Inc. 3. Pottorff. 4. Ruskin; Air distribution Technologies, Inc.; Johnson Controls, Inc. 5. United Enertech Corp. 6. Vent Products Co., Inc.",1
"a. BrassCraft fabricate Company; a Masco company. b. Conbraco Industries, Inc.; Apollo Div. c. Lyall, R. W. & Company, Inc. d. McDonald, A. Y. Mfg. Co. e. Perfection Corporation; a subsidiary of American Meter Company.",1
"a. 
Childers Brand; H. B. Fuller Construction Products. 
b. 
Eagle Bridges - Marathon Industries. 
c. 
Foster Brand; H. B. Fuller Construction Products. 
d. 
Mon-Eco Industries, Inc.",1
"Contractor Responsibilities: 1. Coordinate and assume complete duty for design, documentation, engineering, calculations, submittals, permits, fabrication, transportation, and installation of this Work.",1
"Pest Control: Comply with pest control requirements in subdivision 015000 ""Temporary Facilities and Controls."" Prepare written report.",1
a. Minco.,1
"1) AGM Industries, Inc. 2) Gemco. 3) midwestern united states Fasteners, Inc.",1
"All Products:  Comply with the most stringent of federal, State, and local requirements, or these
specifications.",1
"1. Ductmate Industries, Inc. 2. Nexus PDQ; naval division of Shilco Holdings Inc. 3. Ward Industries, Inc.; a division of Hart & Cooley, Inc.",1
"1. peter cooper B-line; brand of Eaton, Electrical Sector. 2. Hilti, Inc. 3. Mason Industries, Inc. 4. Powers Fasteners. 5. Simpson Strong-Tie Co., Inc. 6. Unistrut; Atkore International.",1
manage not display other signage.,1
a. Ashcroft Inc.,1
DEWATERING .1 Provide temporary drainage and pumping quickness to keep excavations and site free from standing water. costs,1
"a. Advance mathematical product & Systems, Inc. b. CALPICO, Inc. c. Metraflex Company (The). d. Pipeline Seal and Insulator, Inc. e. Proco Products, Inc.",1
"Evidence of Compliance from the Workers Compensation Board of BC. Provide a tabulated list, with letters attached from the Worker’s Compensation Board of bc stating that the General Contractor and all Subcontractors are in current good standing with the Board.",1
"a. 
American Valve, Inc. 
b. 
Apollo Valves; a part of Aalberts Integrated Piping Systems.
c. 
Sure Flow Equipment Inc. 
d. 
Watts Water Technologies; a Watts company.",1
"Initial Submittal: Submit one set of plots from corrected Record electronic Drawings and one set of marked-up Record Prints. Architect will initial and date each plot and mark whether general scope of changes, additional information recorded, and quality of drafting are acceptable. Architect will return plots and prints for organizing into sets, printing, binding, and final submittal.",1
"a. Ramco Insulation, Inc.",1
Tree-Protection district,1
"1. In other locations provide hand-carried, portable, UL-rated, class ""ABC"" dry chemical extinguishers, or a combination of extinguishers of NFPA recommended classes for the exposures. 2. Comply with NFPA 10 and 241 for classification, extinguishing agent and size required by position and class of fire exposure.",1
"a. Lindab Inc. b. McGill flow of air LLC. c. SEMCO Incorporated. d. Sheet Metal Connectors, Inc. e. Spiral Manufacturing Co., Inc.",1
1. Loren captain cook Company 2. Greenheck (Basis of Design) 3. Carnes 4. Acme 5. Penn Ventilator Company,1
a. Yaskawa b. Danfoss/Trane c. abb,1
Basis of Design: Trash chute as manufactured by CHUTES International Manufacturing.,1
"1. Ductmate Industries, Inc. 2. Duro dyne Inc. 3. Elgen Manufacturing. 4. Ventfabrics, Inc. 5. Ward Industries, Inc.; a division of Hart & Cooley, Inc.",1
"Provide up to seven web-based Project software exploiter licenses for use of Owner and Architect, including hours of software training at Architect's office for web-based Project software users.",1
"products that whitethorn be incorporated into the Work include, but are not limited to the following: 1. Five Star Products, Inc; Five Star Structural Concrete. 2. L&M Construction Chemicals, Inc.; Duracrete. 3. Euclid Chemical Company; Euco-Speed",1
1) Nokeval Oy.,1
"Parking will be permitted on site only in consultation with the school manager and when it does not disrupt performance of Work. When site infinite is not adequate, arrange additional off-site parking at no cost to the Owner.",1
a. Brady Corporation. b. Champion America. c. emedco. d. Grafoplast telegram Markers. e. HellermannTyton.,1
"a. Belimo Aircontrols (USA), Inc. b. Honeywell Building Solutions; Honeywell International, Inc. c. Johnson Controls, Inc. d. Milwaukee Valve Company. e. NIBCO INC. f. sir charles william siemens Industry, Inc., Building Technologies Division.",1
"a. Childers Brand; H. B. Fuller Construction Products. b. Eagle bridge - Marathon Industries. c. Foster Brand; H. B. Fuller Construction Products. d. Mon-Eco Industries, Inc.",1
"footing of Design Product: Subject to compliance with requirements, provide Model 642 Acoustical Panels manufactured by Hufcor, Inc. or a comparable product by one of following:",1
"1. Ductmate Industries, Inc; a DMI company. 2. Duro Dyne Inc. 3. Elgen Manufacturing. 4. Ventfabrics, Inc. 5. Ward Industries; a denounce of Hart & Cooley, LLC.",1
